symbol,token,exchange
74GS2062-GS,10981,NSE
LIBAS-EQ,11082,NSE
SUMIT-EQ,11140,NSE
ANNAPURNA-SM,11198,NSE
CGRAPHICS-SM,23468,NSE
75AS34-SG,23494,NSE
744MH42A-SG,23496,NSE
DREDGECORP-EQ,11271,NSE
767HR32-SG,11284,NSE
771MN32-SG,11286,NSE
SUVEN-EQ,11233,NSE
734GS2064-GS,23558,NSE
BIRDYS-SM,23559,NSE
754AS34-SG,23631,NSE
753PN36-SG,23635,NSE
UPL-EQ,11287,NSE
MUKANDLTD-EQ,11325,NSE
AFFLE-EQ,11343,NSE
859CIFCL29-NT,23658,NSE
AAFS27C-N4,23669,NSE
748ML34-SG,23675,NSE
747AP37A-SG,23677,NSE
GIPCL-EQ,1145,NSE
EMIL-EQ,11530,NSE
742TS48-SG,23683,NSE
INDGN-EQ,23693,NSE
REFRACTORY-SM,23718,NSE
745AP40B-SG,23755,NSE
654RJ30A-SG,1160,NSE
DCI-EQ,11566,NSE
FORCEMOT-EQ,11573,NSE
72GA31-SG,2386,NSE
741AP47-SG,23759,NSE
902MFL27-NO,23768,NSE
MIDSMALL-EQ,23855,NSE
66AS30-SG,1163,NSE
672KA33-SG,1166,NSE
79NHIT40-N2,11665,NSE
72UP31-SG,2387,NSE
736RJ37-SG,23877,NSE
737MZ39-SG,23878,NSE
737WB40-SG,23880,NSE
774HR29-SG,11676,NSE
782TN32-SG,11693,NSE
GOYALALUM-EQ,11787,NSE
734RJ45-SG,23881,NSE
734AP48-SG,23883,NSE
GSMFOILS-SM,23888,NSE
770RECL26-NR,23896,NSE
IIFL-EQ,11809,NSE
NH-EQ,11840,NSE
787MZ36-SG,11873,NSE
784HP37-SG,11874,NSE
1003SCL31-ZQ,23967,NSE
1075SCL34-ZR,23970,NSE
817TFSIL27-N3,23980,NSE
745NL34-SG,24000,NSE
735KA40-SG,2404,NSE
78TN42-SG,11877,NSE
MSPL-EQ,11919,NSE
AMIABLE-SM,11939,NSE
TOP100CASE-EQ,24081,NSE
723WB41-SG,2414,NSE
SASKEN-EQ,11983,NSE
957IIFLS27-NA,24137,NSE
1003IIFL29-NC,24141,NSE
734WB42-SG,24197,NSE
842GIL27-N0,24253,NSE
DPEL-SM,24286,NSE
KAYNES-EQ,12092,NSE
RAILTEL-EQ,2431,NSE
766KA42-SG,12313,NSE
VSTTILLERS-EQ,24292,NSE
816LTFH27-N0,24302,NSE
742KL46-SG,24342,NSE
CONSUMBEES-EQ,2435,NSE
823SFL34-N0,24370,NSE
TEAMLEASE-EQ,12716,NSE
NOCIL-EQ,2442,NSE
736RJ46-SG,24423,NSE
AGIIL-EQ,24445,NSE
VASA-SM,1274,NSE
ADL-EQ,245,NSE
735JK51-SG,24492,NSE
KATARIA-SM,24528,NSE
835TPL27-N0,24556,NSE
TRIVENI-EQ,13081,NSE
SILVER1-EQ,13082,NSE
AIAENG-EQ,13086,NSE
757AS32-SG,13112,NSE
738PGCIL34-N0,24560,NSE
735AS39-SG,24567,NSE
727MH34-SG,24647,NSE
741GS2036-GS,13194,NSE
735JK46-SG,24659,NSE
724TN30-SG,24665,NSE
830SICC27-N0,24723,NSE
HDFCBANK-EQ,1333,NSE
755GJ30-SG,13366,NSE
CEIGALL-EQ,24742,NSE
729JK45-SG,24761,NSE
729TS40-SG,24766,NSE
SGBN28VIII-GB,1342,NSE
894SCL27-ZY,13487,NSE
UNIECOM-EQ,24809,NSE
849ABSLI34-N0,24819,NSE
781TCHE27-N0,24883,NSE
724WB42-SG,24889,NSE
965SCL25C-N0,13497,NSE
NECCLTD-BE,13533,NSE
VIDHIING-EQ,13536,NSE
TECHM-EQ,13538,NSE
845NOM27A-N0,24903,NSE
INTERARCH-EQ,24909,NSE
FORCAS-ST,24917,NSE
QVCEL-SM,24957,NSE
HGM-EQ,13592,NSE
GOLDKART-SM,13616,NSE
ANANTRAJ-EQ,13620,NSE
ELECON-EQ,13643,NSE
TALBROAUTO-EQ,13648,NSE
VISHWARAJ-EQ,13702,NSE
722HPCL29-N0,25014,NSE
TREEHOUSE-EQ,25082,NSE
724MH40-SG,25098,NSE
730PFCL34-N0,25123,NSE
747SIDBI29-N0,25132,NSE
759AP33-SG,13717,NSE
759TS37-SG,13719,NSE
SHYAMTEL-BE,13741,NSE
745ABL34-N0,25143,NSE
MANALIPETC-EQ,13796,NSE
736IRED39-N0,25201,NSE
723MZ38-SG,25218,NSE
MMFL-EQ,13844,NSE
IIFLZC28A-NU,13858,NSE
AARTIPHARM-EQ,13868,NSE
764MH33-SG,13886,NSE
724INBK34-N0,25318,NSE
711BR33-SG,25353,NSE
WCIL-EQ,25403,NSE
757MH31-SG,13913,NSE
PRAENG-EQ,13941,NSE
764HR31-SG,13915,NSE
DECCANTRAN-SM,25421,NSE
NORTHARC-EQ,25426,NSE
786TCHFL29-N0,25439,NSE
KALANA-SM,25443,NSE
767MP33-SG,13965,NSE
767NL33A-SG,13967,NSE
TANLA-EQ,13976,NSE
715RJ31-SG,2545,NSE
713RJ39-SG,25474,NSE
712BR33-SG,25493,NSE
712GA34-SG,25498,NSE
ABSLBANETF-EQ,13987,NSE
766RJ43-SG,13994,NSE
726GS2033-GS,14051,NSE
712MH38-SG,25502,NSE
PHOGLOBAL-SM,25513,NSE
925SCL26F-N1,25537,NSE
756TS48-SG,14112,NSE
759TS40A-SG,14167,NSE
SHERA-ST,14176,NSE
CTE-EQ,14218,NSE
MHHL-SM,1426,NSE
662NL30-SG,1428,NSE
724RJ36-SG,2560,NSE
OSWALSEEDS-EQ,14305,NSE
920HFL30-N0,25622,NSE
TECHERA-SM,25652,NSE
712ML34-SG,25703,NSE
712HR36A-SG,25705,NSE
HVAX-SM,25708,NSE
ORIENTALTL-EQ,14346,NSE
HDFC2638RG-MF,14327,NSE
SAJHOTELS-ST,25715,NSE
SRD-EQ,25737,NSE
878MUTF29-N0,25742,NSE
805HLICL34-N0,25793,NSE
IDEA-EQ,14366,NSE
776MN35-SG,14379,NSE
12VCCL27A-N0,25812,NSE
709KA35-SG,25827,NSE
VINCOFE-EQ,25835,NSE
975SCL29A-N0,25864,NSE
671WB40-SG,1443,NSE
ASTRAL-EQ,14418,NSE
775UP35-SG,14441,NSE
757TN53-SG,14455,NSE
925SCL26G-N0,25866,NSE
700TN29-SG,25886,NSE
1040UCL27B-N1,25916,NSE
713TN34-SG,25956,NSE
GOKULAGRO-EQ,14480,NSE
BANSWRAS-EQ,14511,NSE
NIRAJ-BE,261,NSE
72TS51-SG,2659,NSE
VERA-SM,2666,NSE
FINNIFTY,26037,NSE
GOLDBETA-EQ,14535,NSE
773UP33-SG,14538,NSE
768GJ33-SG,14548,NSE
718MN31-SG,2679,NSE
727MZ33-SG,2683,NSE
865BTL27-N0,27023,NSE
MASTERTR-EQ,27047,NSE
767TN53-SG,14564,NSE
BFUTILITIE-EQ,14567,NSE
KPEL-EQ,27079,NSE
KMEW-EQ,27084,NSE
713TS39-SG,27115,NSE
713HP39-SG,27116,NSE
772HP31-SG,14637,NSE
774MP43-SG,14656,NSE
774WB43-SG,14658,NSE
MTARTECH-BE,2715,NSE
714NHB34-N0,27130,NSE
711TN34-SG,27153,NSE
810GIL28-N0,27160,NSE
NAGREEKEXP-EQ,14702,NSE
HFMPM23RQD-MF,14738,NSE
151NSETEST-EQ,14782,NSE
SIGMAADV-BE,14797,NSE
751SIDBI28-N0,27211,NSE
LAMOSAIC-ST,27225,NSE
679GS2034A-GS,27273,NSE
713BR34B-SG,27319,NSE
775SK33-SG,14822,NSE
783KL39-SG,14840,NSE
OMAXE-EQ,14853,NSE
716UP31-SG,2759,NSE
FLFL-BZ,14868,NSE
KDDL-EQ,14908,NSE
PURVA-EQ,14922,NSE
708TN34-SG,27321,NSE
ROSSTECH-EQ,27353,NSE
719LT34-N0,27376,NSE
KSCL-EQ,14972,NSE
POWERGRID-EQ,14977,NSE
RELIGARE-EQ,15068,NSE
737GR2054-GS,21735,NSE
CAPACITE-EQ,21749,NSE
83645TFS27-N1,21767,NSE
767KA42-SG,21820,NSE
766WB43-SG,21827,NSE
756RJ33-SG,15095,NSE
761RJ43-SG,15105,NSE
TIRUPATI-SM,21868,NSE
773MZ39-SG,21872,NSE
896KL35-SG,21906,NSE
728KL30-SG,21908,NSE
KOLTEPATIL-EQ,15124,NSE
COLPAL-EQ,15141,NSE
703KL30-SG,21915,NSE
699MN30-SG,21922,NSE
657MH31-SG,21936,NSE
783MH30-SG,21940,NSE
KALYANIFRG-EQ,15156,NSE
MANAKSIA-EQ,15199,NSE
727MH30-SG,21942,NSE
657MP30-SG,21975,NSE
735MP29-SG,21982,NSE
689MP35-SG,21983,NSE
ARIES-EQ,15204,NSE
UJJIVANSFB-EQ,15228,NSE
890SFIL23A-NZ,15253,NSE
738GJ30-SG,15260,NSE
652ML30-SG,22009,NSE
720ML30-SG,22010,NSE
72ML29-SG,22011,NSE
711MZ30-SG,22020,NSE
665KA35-SG,1531,NSE
743AP31-SG,15264,NSE
KNRCON-EQ,15283,NSE
722AP30-SG,22030,NSE
722AP31A-SG,22032,NSE
655RJ55-SG,22033,NSE
715RJ30-SG,22054,NSE
718RJ30-SG,22072,NSE
73UP30-SG,22091,NSE
714UP30-SG,22095,NSE
674TN50-SG,22112,NSE
746WB46-SG,15323,NSE
746KL48-SG,15324,NSE
667TS50-SG,1535,NSE
GOLDADD-EQ,15356,NSE
CIFCZC28A-N5,15376,NSE
670TN50-SG,22128,NSE
66TN29-SG,22129,NSE
717CG30-SG,22160,NSE
717UK29-SG,22167,NSE
70TS51-SG,2227,NSE
MANKIND-EQ,15380,NSE
ATAM-EQ,15404,NSE
699JH30-SG,22200,NSE
717PN30-SG,22212,NSE
632KA28-SG,22302,NSE
735AP39-SG,15759,NSE
MINDSPACE-RR,22308,NSE
NXST-RR,15815,NSE
73AP38-SG,16071,NSE
736MP33-SG,16229,NSE
65GA30A-SG,22369,NSE
664KA32-SG,22370,NSE
65RJ30-SG,22372,NSE
65TN30-SG,22374,NSE
SUNDROP-EQ,1663,NSE
DENTALKART-SM,16454,NSE
PROV-SM,16483,NSE
677AP40-SG,22422,NSE
661KA35-SG,22454,NSE
813LTF29-NP,22482,NSE
77SK34-SG,22498,NSE
767WB43-SG,22507,NSE
767WB44-SG,22508,NSE
806SDIL29-N0,22515,NSE
FONEBOX-SM,22517,NSE
729KL51-SG,16655,NSE
SAHANA-SM,16711,NSE
BANDHANBNK-EQ,2263,NSE
86CIFC29-NN,22556,NSE
BAWEJA-ST,22574,NSE
WTICAB-SM,22725,NSE
736AP38-SG,16808,NSE
73GS2053-GS,16865,NSE
AATMAJ-SM,16961,NSE
74MH32-SG,16978,NSE
749NL34-SG,22750,NSE
ESCONET-SM,22764,NSE
760PFC29-N0,22793,NSE
SHARIABEES-EQ,17044,NSE
PALREDTEC-BE,17059,NSE
ESFL-SM,17084,NSE
DEEM-ST,22802,NSE
745CG33-SG,22864,NSE
66RJ30C-SG,1715,NSE
SUMICHEM-EQ,17105,NSE
745AS33-SG,17117,NSE
744RJ34-SG,22867,NSE
SADHAV-SM,22897,NSE
820ABHF27-N5,22925,NSE
PURVFLEXI-SM,22938,NSE
925BCIL28-N0,22962,NSE
7835LIC27-N1,22971,NSE
74MZ39-SG,22985,NSE
74BR39-SG,22986,NSE
CYIENTDLM-EQ,17187,NSE
747HR35-SG,17222,NSE
BLS-EQ,17279,NSE
67JK30-SG,23,NSE
742AS34-SG,22991,NSE
74MH36-SG,22995,NSE
738TN54-SG,23000,NSE
662KA32A-SG,1733,NSE
LLOYDSME-EQ,17313,NSE
UTKARSHBNK-EQ,17358,NSE
753IRED34-NA,23006,NSE
RKSWAMY-EQ,23043,NSE
JGCHEM-EQ,23056,NSE
741GA33-SG,17455,NSE
RTNPOWER-EQ,17520,NSE
1015SCL28B-AZ,17542,NSE
971SCL28I-BC,17564,NSE
GOPAL-EQ,23066,NSE
739HP34-SG,23081,NSE
741HP36-SG,23090,NSE
738PY38-SG,23093,NSE
DAMODARIND-BE,17569,NSE
745KL40-SG,17653,NSE
LTGILTBEES-EQ,17700,NSE
739WB42-SG,23098,NSE
737RJ45-SG,23101,NSE
PRATHAM-SM,23113,NSE
860CIFCL29-NR,23172,NSE
LTM-EQ,17818,NSE
743TS41-SG,17840,NSE
SMCGLOBAL-EQ,2320,NSE
KRYSTAL-EQ,23175,NSE
744TN34A-SG,23193,NSE
745KA35-SG,23201,NSE
669TN30-SG,179,NSE
HDIL-BZ,17920,NSE
BEARDSELL-EQ,17933,NSE
745WB44-SG,23214,NSE
742KL64-SG,23218,NSE
885CIFCL34-NS,23244,NSE
MMTC-EQ,17957,NSE
PGIMCSA4D-MF,17994,NSE
PGIMCSR2G-MF,17996,NSE
PGIMCSR3D-MF,17997,NSE
940SCL27-YS,23291,NSE
971SCL29-Z0,23307,NSE
747CG34A-SG,23347,NSE
752UP39-SG,23356,NSE
BPF02D2G-MF,18006,NSE
SSFL-ST,18059,NSE
BPF02IDR-MF,18063,NSE
752PN35-SG,18083,NSE
1035CCSP26-N2,23390,NSE
LIQUIDADD-EQ,23407,NSE
BLUEPEBBLE-SM,23410,NSE
TRUST-SM,23417,NSE
DBL-EQ,18086,NSE
DBREALTY-EQ,18124,NSE
TVSSCS-EQ,18151,NSE
YASHOPTICS-SM,23451,NSE
ALUWIND-SM,23474,NSE
BHARTIHEXA-EQ,23489,NSE
IF3GPD-MF,18175,NSE
FISTIP3GP-MF,18182,NSE
HFMPCC75DD-MF,18191,NSE
FISTIP3WDP-MF,18197,NSE
AAKASH-EQ,235,NSE
NURECA-BE,2353,NSE
744TS51-SG,23497,NSE
746UP39-SG,23542,NSE
678KA32-SG,182,NSE
749UP34-SG,18210,NSE
MIDCAPBETA-EQ,18347,NSE
NDGL-EQ,18371,NSE
748UP44-SG,23545,NSE
749KL39-SG,23586,NSE
JNKINDIA-EQ,23621,NSE
746MP38-SG,18527,NSE
716GS2050-GS,18561,NSE
LTTS-EQ,18564,NSE
751NHB31-NC,23626,NSE
752RJ34-SG,23633,NSE
FILATFASH-EQ,23647,NSE
850NHAI29-N5,186,NSE
885SCL26-N9,18626,NSE
MARATHON-EQ,18659,NSE
97MOFSL34-N7,23712,NSE
PRLIND-SM,23764,NSE
QUESTLAB-SM,23793,NSE
GODIGIT-EQ,23799,NSE
GRETEX-SM,18741,NSE
664SK31-SG,1888,NSE
KAPSTON-EQ,18967,NSE
8137TCL24-NH,23809,NSE
RULKA-SM,23830,NSE
663WB41-SG,1902,NSE
724AS31-SG,2389,NSE
745KL39-SG,18999,NSE
105IIFL29-N7,19047,NSE
10SCL31A-ZO,23961,NSE
1050SCL31-ZP,23964,NSE
98SCL34-ZS,23972,NSE
663PN51-SG,1910,NSE
754UK33-SG,19163,NSE
76AP34-SG,19164,NSE
762AS33-SG,19186,NSE
ZTECH-SM,23976,NSE
743TN32-SG,24004,NSE
738HR34-SG,24056,NSE
741PN34A-SG,24057,NSE
739PN33-SG,24099,NSE
736HR34-SG,24101,NSE
735TS36-SG,24102,NSE
TI-EQ,19196,NSE
TCIEXP-EQ,19223,NSE
MONIFTY500-EQ,19237,NSE
CHOLAFIN-D1,19257,NSE
733JK51-SG,24105,NSE
807NIIF29-N3,24129,NSE
768SID27-N0,24171,NSE
66KA37-SG,1950,NSE
77UP34-SG,19484,NSE
744IREDA34-N0,24179,NSE
727TN54-SG,24204,NSE
MEDIORG-SM,24239,NSE
VISAMAN-SM,24274,NSE
736SBOI39-N0,24282,NSE
NXT-INFRA-IV,24298,NSE
VRAJ-EQ,24321,NSE
737AP36-SG,24335,NSE
767AS33B-SG,19526,NSE
772TS35-SG,19609,NSE
KARMAENG-EQ,24385,NSE
733GA39-SG,24419,NSE
BLUEJET-EQ,19686,NSE
ONDOOR-SM,19692,NSE
LIQUIDSBI-EQ,19705,NSE
775HR35-SG,19722,NSE
732HR36-SG,24420,NSE
EFFWA-ST,24438,NSE
EVINDIA-EQ,24461,NSE
745RECL35-N0,24502,NSE
763JK53-SG,19742,NSE
SCLZC26C-NB,19772,NSE
764HUDCO31-N8,19928,NSE
MACOBSTECH-SM,24545,NSE
733KL54-SG,24571,NSE
10157PCP27-N0,24549,NSE
733TN32-SG,24562,NSE
SGBJAN29X-GB,2003,NSE
ORISSAMINE-EQ,19931,NSE
735PFCL35-N1,19972,NSE
735NABAR31-N1,20032,NSE
860GFL27-N0,24593,NSE
RUSHIL-EQ,24595,NSE
734AP44-SG,24656,NSE
731TS50-SG,24662,NSE
1050SCL30-NU,20111,NSE
1075SCL33B-NW,20118,NSE
980SCL33-NX,20120,NSE
RUBFILA-EQ,24730,NSE
OLAELEC-EQ,24777,NSE
AESTHETIK-SM,24830,NSE
662HR41-SG,2019,NSE
718AS30-SG,20146,NSE
69AS30-SG,20155,NSE
ORIENTHOT-EQ,2493,NSE
728TS45-SG,24836,NSE
723JK51-SG,24892,NSE
MODEFENCE-EQ,24944,NSE
780HR30-SG,20219,NSE
768UP34A-SG,20220,NSE
765HR33B-SG,20240,NSE
ORIENTPPR-EQ,2496,NSE
73BOB34-N0,24975,NSE
726MP38-SG,24987,NSE
725MH44-SG,24993,NSE
IRFC-EQ,2029,NSE
658KA30-SG,20288,NSE
PRESTIGE-EQ,20302,NSE
IPHL-SM,25033,NSE
726MH50-SG,25110,NSE
772TIL34-N0,25078,NSE
725AP47-SG,25104,NSE
SHANKARA-EQ,20321,NSE
FEDFINA-EQ,20322,NSE
BROOKS-BE,25140,NSE
799LTFH27-N0,25151,NSE
SHUBHSHREE-SM,25240,NSE
777AP35-SG,20355,NSE
720AS30-SG,20358,NSE
774JK43-SG,20365,NSE
77AP29A-SG,20390,NSE
EBANKNIFTY-EQ,25258,NSE
BAJAJHFL-EQ,25270,NSE
850CIFCL26-NE,20435,NSE
771AP31-SG,20472,NSE
WIPL-EQ,20481,NSE
PGHH-EQ,2535,NSE
956AEL29-N6,25294,NSE
12VCCL27-N0,25464,NSE
PAISALO-EQ,25468,NSE
717KA29-SG,20573,NSE
762UP33-SG,20732,NSE
761HP38-SG,20742,NSE
715RJ42-SG,25475,NSE
714MP43-SG,25477,NSE
714PN49-SG,25483,NSE
705AS31-SG,25489,NSE
758TS41-SG,20745,NSE
10ISFL26-N3,20771,NSE
705AS30-SG,20774,NSE
712HR36-SG,25501,NSE
AVIANSH-SM,25520,NSE
SCL25924C-N1,25554,NSE
1050SCL31A-N1,25564,NSE
699AR30-SG,20861,NSE
697KA28-SG,20864,NSE
74GJ26-SG,20926,NSE
TRITURBINE-EQ,25584,NSE
734SIDBI29-N0,25591,NSE
GFL26-N0,25624,NSE
UYFINCORP-BE,25629,NSE
KIRLOSENG-EQ,20936,NSE
762KL44-SG,20948,NSE
SUNCLAY-EQ,20956,NSE
712TS39-SG,25686,NSE
714TS42-SG,25692,NSE
71KL34-SG,25702,NSE
835SCL23A-YH,21026,NSE
726GJ29-SG,21032,NSE
1075SCL33-YK,21042,NSE
SURANASOL-EQ,21077,NSE
0RL34-N0,25706,NSE
POLYMED-EQ,25718,NSE
679GS2034-GS,25736,NSE
TEJASNET-EQ,21131,NSE
692BR32-SG,21161,NSE
774AP36A-SG,21164,NSE
865TCAPS27-N8,21197,NSE
682GJ27-SG,25828,NSE
FRESHARA-ST,25871,NSE
698AS31-SG,2134,NSE
ACCORD-ST,21218,NSE
SEITINVIT-IV,21321,NSE
IBLFL-SM,21348,NSE
OCCLLTD-BE,25920,NSE
UHTL-ST,25938,NSE
7798LTFH29-N0,25939,NSE
GANGESSECU-EQ,21399,NSE
USHAFIN-SM,25952,NSE
715KA36-SG,25959,NSE
715AP39-SG,25962,NSE
BDL-EQ,2144,NSE
LEMONTREE-EQ,2606,NSE
SEAMECLTD-EQ,2616,NSE
758SDIL31-N0,25982,NSE
NIFTY,26000,NSE
IT-EQ,2627,NSE
DIVOPPBEES-EQ,2636,NSE
PCBL-EQ,2649,NSE
708GJ31-SG,2671,NSE
728JH36-SG,2688,NSE
713BR34-SG,27002,NSE
715MZ40-SG,27006,NSE
PRAJIND-EQ,2705,NSE
78241ABH29-N0,27033,NSE
850CIFL34-N0,27092,NSE
776FEDB34-N0,27094,NSE
SPECIALITY-EQ,27107,NSE
692GS2039-GS,27127,NSE
ONYX-ST,27143,NSE
CINELINE-EQ,27161,NSE
722UCL34-N0,27181,NSE
815PNB27-N0,27267,NSE
MOBIKWIK-EQ,28046,NSE
711RJ34-SG,28211,NSE
711AR44-SG,28260,NSE
10IIFL28A-NE,2871,NSE
675GS2029-GS,28530,NSE
774PSB34-N0,28550,NSE
716UP39-SG,28827,NSE
7685TCHF28-N0,28840,NSE
VENTIVE-EQ,28847,NSE
885IHL26-N1,28852,NSE
715IRFC34-N0,28895,NSE
ROSSELLIND-EQ,28913,NSE
902SCL27Q-N1,28920,NSE
1015SCL29T-N1,28925,NSE
CEREBRAINT-BZ,29016,NSE
706GJ34-SG,29057,NSE
715HR38-SG,29060,NSE
713TS49-SG,29069,NSE
722TN35-SG,29108,NSE
723MZ40-SG,29122,NSE
720RECL35-N0,29155,NSE
806TFSIL28-N0,29202,NSE
713WB42-SG,29286,NSE
710TS50-SG,29299,NSE
751HUDCO28-N5,29312,NSE
NIBE-EQ,29487,NSE
860TPL31-N0,29545,NSE
SAIL-EQ,2963,NSE
SURYODAY-EQ,2970,NSE
MAXVOLT-ST,29657,NSE
714RJ37A-SG,29695,NSE
716MP37A-SG,29705,NSE
7645LICH30-N0,29742,NSE
717MH37-SG,29926,NSE
SFMP6DD-MF,10051,NSE
792AP42-SG,10218,NSE
72KA37-SG,29927,NSE
719MH40-SG,29932,NSE
72KL42-SG,29937,NSE
740IREDA36-N0,29942,NSE
721TN32-SG,29999,NSE
722RJ35-SG,30006,NSE
SGBJUN30-GB,10232,NSE
765TN29-SG,10234,NSE
782HP32-SG,10247,NSE
791TS43-SG,10269,NSE
ATULAUTO-EQ,30023,NSE
809CANF27-N0,30045,NSE
709TN30A-SG,30069,NSE
KAYA-EQ,10276,NSE
SKP-SM,10325,NSE
802AP38-SG,10383,NSE
785PN32-SG,10394,NSE
728WB39-SG,30074,NSE
724AR45-SG,30078,NSE
723OR47-SG,30096,NSE
OSEINTRUST-IV,10435,NSE
797WB42-SG,10454,NSE
804AP37-SG,10471,NSE
773LICH27-N0,30149,NSE
805RJ37-SG,10474,NSE
761GJ32-SG,10531,NSE
NIFTYBEES-EQ,10576,NSE
717KL38-SG,30161,NSE
717UP39-SG,30162,NSE
718WB45-SG,30166,NSE
744RL28-N0,30196,NSE
SADBHIN-BE,10622,NSE
777RJ32-SG,10638,NSE
MNC-EQ,10676,NSE
SHAIVAL-ST,10684,NSE
689GA30-SG,303,NSE
965SCL27-N1,30214,NSE
1025SCL35-N1,30234,NSE
655GA30-SG,1074,NSE
772AP35-SG,10718,NSE
76TN32-SG,10720,NSE
737NTPC35C-NA,10744,NSE
647KA30-SG,1080,NSE
775PN42-SG,10782,NSE
771KL42-SG,10845,NSE
UTFDAIPIPI-MF,30426,NSE
71NL35-SG,30432,NSE
71SK35-SG,30435,NSE
658GJ27-SG,3061,NSE
682JH34-SG,3082,NSE
682PN36-SG,3085,NSE
DREAMFOLKS-EQ,10859,NSE
745TS30-SG,10902,NSE
OMAXAUTO-EQ,10922,NSE
DIVISLAB-EQ,10940,NSE
708KL40-SG,30443,NSE
697KA31-SG,311,NSE
699WB36-SG,3089,NSE
SHREDIGCEM-EQ,3099,NSE
SABAR-SM,10982,NSE
LIQUIDBEES-EQ,11006,NSE
BANKIETF-EQ,11037,NSE
871REC28-N9,30990,NSE
TIINDIA-EQ,312,NSE
SCHNEIDER-EQ,31234,NSE
91D100926-TB,31717,NSE
HARSHA-EQ,11162,NSE
HDFCGROWTH-EQ,11241,NSE
768PN42-SG,11276,NSE
678AP38-SG,3196,NSE
888NHB29-N5,31969,NSE
769KL40-SG,11292,NSE
772WB38-SG,11295,NSE
LUXIND-EQ,11301,NSE
678MN31-SG,3304,NSE
SUNDRMFAST-EQ,3345,NSE
SUPREMEIND-EQ,3363,NSE
687MH33-SG,3379,NSE
ZOTA-EQ,11394,NSE
SALZERELEC-EQ,11399,NSE
779RJ32-SG,11404,NSE
ADOR-EQ,34,NSE
69JK33-SG,3392,NSE
TIRUMALCHM-EQ,3496,NSE
694AP38-SG,3514,NSE
XPROINDIA-EQ,11407,NSE
783TS35-SG,11413,NSE
TORNTPHARM-EQ,3518,NSE
684MH32-SG,3520,NSE
698TS41-SG,3577,NSE
699TN41-SG,3645,NSE
649KA30A-SG,1158,NSE
678MH31-SG,3659,NSE
704AP41-SG,3692,NSE
VINDHYATEL-EQ,3694,NSE
TATACOMM-EQ,3721,NSE
785AP40-SG,11514,NSE
HDFCLOWVOL-EQ,11547,NSE
GTL-EQ,1162,NSE
VENKEYS-EQ,3757,NSE
WIPRO-EQ,3787,NSE
WSTCSTPAPR-EQ,3799,NSE
HDFCSENSEX-EQ,11593,NSE
SUPRAJIT-EQ,11689,NSE
681TR35-SG,1172,NSE
SGBJU29III-GB,3800,NSE
ZUARIIND-EQ,3827,NSE
JAKHARIA-ST,3950,NSE
788MP33-SG,11695,NSE
21STCENMGM-EQ,4,NSE
SANGAMIND-EQ,4184,NSE
SOMATEX-EQ,4201,NSE
SHOPERSTOP-EQ,11813,NSE
KENNAMET-EQ,11841,NSE
782SK32A-SG,11878,NSE
DCXINDIA-EQ,11895,NSE
UCL-ST,4214,NSE
MIRZAINT-EQ,4394,NSE
MEDANTA-EQ,11956,NSE
GOLDIAM-EQ,11971,NSE
ICIL-EQ,11987,NSE
SYNCOMF-EQ,11992,NSE
69HP30-SG,446,NSE
705MH32-SG,466,NSE
708KA34-SG,468,NSE
3MINDIA-EQ,474,NSE
GREAVESCOT-EQ,1235,NSE
SHYAMMETL-EQ,4693,NSE
69RJ32-SG,4764,NSE
LAKPRE-BZ,4774,NSE
LIQUIDIETF-EQ,4838,NSE
713RJ41-SG,4869,NSE
10CAGL27-N5,12465,NSE
ICEMAKE-EQ,489,NSE
INDSWFTLAB-EQ,4870,NSE
97SFIL26A-NC,4936,NSE
699GA31-SG,4998,NSE
667MH32-SG,1251,NSE
699GA31A-SG,5027,NSE
702WB31-SG,5039,NSE
724TS51-SG,5045,NSE
673TN40-SG,1254,NSE
697TN31-SG,5086,NSE
699UP31A-SG,5174,NSE
96IIFL28-N5,5214,NSE
AMBUJACEM-EQ,1270,NSE
BFSI-EQ,5220,NSE
677BR28-SG,5227,NSE
702UP31-SG,5335,NSE
PENINLAND-BE,5358,NSE
11NSETEST-EQ,12841,NSE
KRSNAA-EQ,5359,NSE
ASAHIINDIA-EQ,5378,NSE
MOL-EQ,5394,NSE
SGBAUG27-GB,12904,NSE
BAHETI-SM,12989,NSE
698UP31-SG,5473,NSE
628GJ27-SG,5524,NSE
693HP31-SG,5537,NSE
ARHAM-SM,13092,NSE
761JK42-SG,13135,NSE
NITINSPIN-EQ,13175,NSE
706KL39-SG,5545,NSE
70MZ34-SG,5559,NSE
CEMPRO-EQ,5622,NSE
764WB32-SG,13248,NSE
765NL32-SG,13247,NSE
BEWLTD-SM,5662,NSE
687AS31-SG,5670,NSE
653CG28-SG,5671,NSE
691MH33-SG,5678,NSE
SAKUMA-EQ,13251,NSE
KEC-EQ,13260,NSE
CENTURYPLY-EQ,13305,NSE
KEI-EQ,13310,NSE
691MH34-SG,5679,NSE
889SCL28-NU,5859,NSE
840IRFC29-N8,591,NSE
693AP38-SG,5889,NSE
PARAS-EQ,5911,NSE
GALLANTT-EQ,13337,NSE
ARIHANTACA-SM,13340,NSE
761TN32A-SG,13379,NSE
585GS2030-GS,1341,NSE
SOUTHBANK-EQ,5948,NSE
688KA31-SG,5986,NSE
LICNETFGSC-EQ,6062,NSE
